pathway	Description	p.Val	FDR	Phenotype
GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.285738379102824	1	1
GO_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	0.285738379102824	1	1
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	0.285738379102824	1	1
GO_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	GO_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	0.285738379102824	1	1
GO_RESPONSE_TO_INTERLEUKIN_6	GO_RESPONSE_TO_INTERLEUKIN_6	0.285738379102824	1	1
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	0.285738379102824	1	1
GO_PHOSPHOLIPID_CATABOLIC_PROCESS	GO_PHOSPHOLIPID_CATABOLIC_PROCESS	0.285738379102824	1	1
GO_DEFENSE_RESPONSE_TO_FUNGUS	GO_DEFENSE_RESPONSE_TO_FUNGUS	0.285738379102824	1	1
GO_HISTONE_H3_K9_METHYLATION	GO_HISTONE_H3_K9_METHYLATION	0.285738379102824	1	1
GO_REGULATION_OF_DOPAMINE_SECRETION	GO_REGULATION_OF_DOPAMINE_SECRETION	0.285738379102824	1	1
GO_HORMONE_TRANSPORT	GO_HORMONE_TRANSPORT	0.28588571611015	1	1
GO_REGULATION_OF_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM	GO_REGULATION_OF_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM	0.288125120951704	1	1
GO_SKELETAL_MUSCLE_TISSUE_REGENERATION	GO_SKELETAL_MUSCLE_TISSUE_REGENERATION	0.291880942831119	1	1
GO_RESPONSE_TO_TESTOSTERONE	GO_RESPONSE_TO_TESTOSTERONE	0.291880942831119	1	1
GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	0.291880942831119	1	1
GO_REGULATION_OF_CALCIUM_ION_IMPORT	GO_REGULATION_OF_CALCIUM_ION_IMPORT	0.291880942831119	1	1
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION	GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION	0.291880942831119	1	1
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	0.291880942831119	1	1
GO_CHROMATIN_SILENCING_AT_RDNA	GO_CHROMATIN_SILENCING_AT_RDNA	0.291880942831119	1	1
GO_NEURAL_TUBE_PATTERNING	GO_NEURAL_TUBE_PATTERNING	0.291880942831119	1	1
GO_ASTROCYTE_DEVELOPMENT	GO_ASTROCYTE_DEVELOPMENT	0.291880942831119	1	1
GO_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY	GO_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY	0.291880942831119	1	1
GO_ACTIVATED_T_CELL_PROLIFERATION	GO_ACTIVATED_T_CELL_PROLIFERATION	0.291880942831119	1	1
GO_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.291880942831119	1	1
GO_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	GO_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	0.291880942831119	1	1
GO_SEXUAL_REPRODUCTION	GO_SEXUAL_REPRODUCTION	0.292307043252205	1	1
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.292797533557055	1	1
GO_EAR_DEVELOPMENT	GO_EAR_DEVELOPMENT	0.292797533557055	1	1
GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	0.297475270069965	1	1
GO_CARDIAC_CHAMBER_MORPHOGENESIS	GO_CARDIAC_CHAMBER_MORPHOGENESIS	0.297559998240626	1	1
GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	0.297559998240626	1	1
GO_CARDIAC_VENTRICLE_DEVELOPMENT	GO_CARDIAC_VENTRICLE_DEVELOPMENT	0.297559998240626	1	1
GO_ACTION_POTENTIAL	GO_ACTION_POTENTIAL	0.297559998240626	1	1
GO_ENDOCRINE_SYSTEM_DEVELOPMENT	GO_ENDOCRINE_SYSTEM_DEVELOPMENT	0.297559998240626	1	1
GO_TYPE_I_INTERFERON_PRODUCTION	GO_TYPE_I_INTERFERON_PRODUCTION	0.297559998240626	1	1
GO_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	GO_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	0.297970987531409	1	1
GO_NEGATIVE_REGULATION_OF_AXON_EXTENSION	GO_NEGATIVE_REGULATION_OF_AXON_EXTENSION	0.297970987531409	1	1
GO_REGULATION_OF_PROTEIN_DEACETYLATION	GO_REGULATION_OF_PROTEIN_DEACETYLATION	0.297970987531409	1	1
GO_MATING	GO_MATING	0.297970987531409	1	1
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	0.297970987531409	1	1
GO_TRANSLESION_SYNTHESIS	GO_TRANSLESION_SYNTHESIS	0.297970987531409	1	1
GO_POSITIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	GO_POSITIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	0.297970987531409	1	1
GO_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	0.297970987531409	1	1
GO_PROTEIN_PHOSPHORYLATION	GO_PROTEIN_PHOSPHORYLATION	0.298807913802166	1	1
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.299327292225951	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	GO_REGULATION_OF_MEMBRANE_POTENTIAL	0.299996971131025	1	1
GO_VIRAL_LIFE_CYCLE	GO_VIRAL_LIFE_CYCLE	0.301254161222524	1	1
GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	0.302157554337475	1	1
GO_POSITIVE_REGULATION_OF_SECRETION	GO_POSITIVE_REGULATION_OF_SECRETION	0.303340536575128	1	1
GO_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	GO_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	0.303895045348696	1	1
GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	0.304008959623358	1	1
GO_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	0.304008959623358	1	1
GO_REGULATION_OF_AXON_GUIDANCE	GO_REGULATION_OF_AXON_GUIDANCE	0.304008959623358	1	1
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	0.304008959623358	1	1
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	0.304008959623358	1	1
GO_CELL_FATE_DETERMINATION	GO_CELL_FATE_DETERMINATION	0.304008959623358	1	1
GO_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	GO_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	0.304008959623358	1	1
GO_MACROPHAGE_DIFFERENTIATION	GO_MACROPHAGE_DIFFERENTIATION	0.304008959623358	1	1
GO_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	GO_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	0.304008959623358	1	1
GO_OLIGODENDROCYTE_DEVELOPMENT	GO_OLIGODENDROCYTE_DEVELOPMENT	0.304008959623358	1	1
GO_LUNG_ALVEOLUS_DEVELOPMENT	GO_LUNG_ALVEOLUS_DEVELOPMENT	0.304008959623358	1	1
GO_MYOBLAST_FUSION	GO_MYOBLAST_FUSION	0.304008959623358	1	1
GO_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	GO_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	0.304008959623358	1	1
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	0.304118830228942	1	1
GO_ORGANIC_ACID_TRANSPORT	GO_ORGANIC_ACID_TRANSPORT	0.305112321998297	1	1
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	0.305112321998297	1	1
GO_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	GO_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	0.305112321998297	1	1
GO_REGULATION_OF_MRNA_METABOLIC_PROCESS	GO_REGULATION_OF_MRNA_METABOLIC_PROCESS	0.305112321998297	1	1
GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS	GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS	0.305540219580956	1	1
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	0.30705890298021	1	1
GO_REGULATION_OF_PEPTIDASE_ACTIVITY	GO_REGULATION_OF_PEPTIDASE_ACTIVITY	0.308366880307552	1	1
GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	0.309995301754258	1	1
GO_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	0.309995301754258	1	1
GO_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	GO_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	0.309995301754258	1	1
GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	0.309995301754258	1	1
GO_BASE_EXCISION_REPAIR	GO_BASE_EXCISION_REPAIR	0.309995301754258	1	1
GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	0.309995301754258	1	1
GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	0.309995301754258	1	1
GO_ADIPOSE_TISSUE_DEVELOPMENT	GO_ADIPOSE_TISSUE_DEVELOPMENT	0.309995301754258	1	1
GO_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION	GO_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION	0.309995301754258	1	1
GO_P38MAPK_CASCADE	GO_P38MAPK_CASCADE	0.309995301754258	1	1
GO_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	GO_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	0.309995301754258	1	1
GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	0.31174801632766	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	0.313378339543324	1	1
GO_RESPONSE_TO_ETHANOL	GO_RESPONSE_TO_ETHANOL	0.313378339543324	1	1
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	0.314898766471409	1	1
GO_EMBRYONIC_ORGAN_DEVELOPMENT	GO_EMBRYONIC_ORGAN_DEVELOPMENT	0.315087663814545	1	1
GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	0.315930452830718	1	1
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION	GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION	0.315930452830718	1	1
GO_DETECTION_OF_MECHANICAL_STIMULUS	GO_DETECTION_OF_MECHANICAL_STIMULUS	0.315930452830718	1	1
GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	0.315930452830718	1	1
GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS	GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS	0.315930452830718	1	1
GO_MICROTUBULE_DEPOLYMERIZATION	GO_MICROTUBULE_DEPOLYMERIZATION	0.315930452830718	1	1
GO_PHAGOSOME_MATURATION	GO_PHAGOSOME_MATURATION	0.315930452830718	1	1
GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING	GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING	0.315930452830718	1	1
GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	0.315930452830718	1	1
GO_CEREBRAL_CORTEX_CELL_MIGRATION	GO_CEREBRAL_CORTEX_CELL_MIGRATION	0.315930452830718	1	1
GO_MITOCHONDRION_LOCALIZATION	GO_MITOCHONDRION_LOCALIZATION	0.315930452830718	1	1
GO_MEMBRANE_REPOLARIZATION	GO_MEMBRANE_REPOLARIZATION	0.315930452830718	1	1
GO_COLLAGEN_BIOSYNTHETIC_PROCESS	GO_COLLAGEN_BIOSYNTHETIC_PROCESS	0.315930452830718	1	1
GO_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GO_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	0.315930452830718	1	1
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	0.316718216492161	1	1
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	0.318455541914013	1	1
GO_CYTOKINE_SECRETION	GO_CYTOKINE_SECRETION	0.318570430308816	1	1
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.319685514789543	1	1
GO_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	0.319685514789543	1	1
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.320366011071333	1	1
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	0.320917053592561	1	1
GO_PROTEIN_AUTOPHOSPHORYLATION	GO_PROTEIN_AUTOPHOSPHORYLATION	0.320917053592561	1	1
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	0.321814848050092	1	1
GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	0.321814848050092	1	1
GO_SARCOMERE_ORGANIZATION	GO_SARCOMERE_ORGANIZATION	0.321814848050092	1	1
GO_ACTIN_NUCLEATION	GO_ACTIN_NUCLEATION	0.321814848050092	1	1
GO_G0_TO_G1_TRANSITION	GO_G0_TO_G1_TRANSITION	0.321814848050092	1	1
GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	0.322834058185982	1	1
GO_CARDIAC_MUSCLE_CONTRACTION	GO_CARDIAC_MUSCLE_CONTRACTION	0.322834058185982	1	1
GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	0.323263887241459	1	1
GO_NEUROTRANSMITTER_UPTAKE	GO_NEUROTRANSMITTER_UPTAKE	0.327648918931641	1	1
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	0.327648918931641	1	1
GO_CHROMOSOME_CONDENSATION	GO_CHROMOSOME_CONDENSATION	0.327648918931641	1	1
GO_CHONDROCYTE_DEVELOPMENT	GO_CHONDROCYTE_DEVELOPMENT	0.327648918931641	1	1
GO_BONE_GROWTH	GO_BONE_GROWTH	0.327648918931641	1	1
GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	0.327648918931641	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	GO_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	0.327648918931641	1	1
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	0.327648918931641	1	1
GO_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	GO_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	0.327648918931641	1	1
GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	0.327648918931641	1	1
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	0.327648918931641	1	1
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	GO_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	0.327648918931641	1	1
GO_BILE_ACID_METABOLIC_PROCESS	GO_BILE_ACID_METABOLIC_PROCESS	0.327648918931641	1	1
GO_AMYLOID_BETA_METABOLIC_PROCESS	GO_AMYLOID_BETA_METABOLIC_PROCESS	0.327648918931641	1	1
GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION	GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION	0.332257447144155	1	1
GO_REGULATION_OF_RNA_SPLICING	GO_REGULATION_OF_RNA_SPLICING	0.332257447144155	1	1
GO_RESPONSE_TO_ALCOHOL	GO_RESPONSE_TO_ALCOHOL	0.332651564635963	1	1
GO_REGULATION_OF_GROWTH	GO_REGULATION_OF_GROWTH	0.333287753980004	1	1
GO_OLIGOSACCHARIDE_METABOLIC_PROCESS	GO_OLIGOSACCHARIDE_METABOLIC_PROCESS	0.333433093347433	1	1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	0.333433093347433	1	1
GO_MAST_CELL_MEDIATED_IMMUNITY	GO_MAST_CELL_MEDIATED_IMMUNITY	0.333433093347433	1	1
GO_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	GO_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	0.333433093347433	1	1
GO_SYNAPSIS	GO_SYNAPSIS	0.333433093347433	1	1
GO_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	0.333433093347433	1	1
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	0.333433093347433	1	1
GO_SECRETION	GO_SECRETION	0.33721714397855	1	1
GO_POSITIVE_REGULATION_OF_LOCOMOTION	GO_POSITIVE_REGULATION_OF_LOCOMOTION	0.337266547744143	1	1
GO_CARDIOCYTE_DIFFERENTIATION	GO_CARDIOCYTE_DIFFERENTIATION	0.338519514814566	1	1
GO_REGULATION_OF_CELL_AGING	GO_REGULATION_OF_CELL_AGING	0.339167795552986	1	1
GO_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GO_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	0.339167795552986	1	1
GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.3440779807332	1	1
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	0.344380481767027	1	1
GO_ADULT_BEHAVIOR	GO_ADULT_BEHAVIOR	0.344763939661018	1	1
GO_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	0.344763939661018	1	1
GO_BODY_MORPHOGENESIS	GO_BODY_MORPHOGENESIS	0.344853446217663	1	1
GO_REGULATION_OF_MEIOTIC_CELL_CYCLE	GO_REGULATION_OF_MEIOTIC_CELL_CYCLE	0.344853446217663	1	1
GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	0.344853446217663	1	1
GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	0.344853446217663	1	1
GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.344853446217663	1	1
GO_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT	GO_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT	0.344853446217663	1	1
GO_EXPORT_ACROSS_PLASMA_MEMBRANE	GO_EXPORT_ACROSS_PLASMA_MEMBRANE	0.344853446217663	1	1
GO_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	GO_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	0.344853446217663	1	1
GO_REGULATION_OF_VIRAL_LIFE_CYCLE	GO_REGULATION_OF_VIRAL_LIFE_CYCLE	0.347879152030342	1	1
GO_WOUND_HEALING	GO_WOUND_HEALING	0.347934978107291	1	1
GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	0.348262560664211	1	1
GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	0.350490462454796	1	1
GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	0.350490462454796	1	1
GO_ATP_BIOSYNTHETIC_PROCESS	GO_ATP_BIOSYNTHETIC_PROCESS	0.350490462454796	1	1
GO_DIGESTIVE_TRACT_MORPHOGENESIS	GO_DIGESTIVE_TRACT_MORPHOGENESIS	0.350490462454796	1	1
GO_OOCYTE_DIFFERENTIATION	GO_OOCYTE_DIFFERENTIATION	0.350490462454796	1	1
GO_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	GO_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	0.350490462454796	1	1
GO_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	GO_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	0.350490462454796	1	1
GO_FOREBRAIN_NEURON_DIFFERENTIATION	GO_FOREBRAIN_NEURON_DIFFERENTIATION	0.350490462454796	1	1
GO_INTERFERON_BETA_PRODUCTION	GO_INTERFERON_BETA_PRODUCTION	0.350490462454796	1	1
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	0.350490462454796	1	1
GO_DIGESTIVE_SYSTEM_DEVELOPMENT	GO_DIGESTIVE_SYSTEM_DEVELOPMENT	0.350989498751956	1	1
GO_PROTEIN_KINASE_B_SIGNALING	GO_PROTEIN_KINASE_B_SIGNALING	0.35141078951453	1	1
GO_RESPONSE_TO_WOUNDING	GO_RESPONSE_TO_WOUNDING	0.352811751594145	1	1
GO_INTERMEDIATE_FILAMENT_BASED_PROCESS	GO_INTERMEDIATE_FILAMENT_BASED_PROCESS	0.356079257851577	1	1
GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	0.356079257851577	1	1
GO_POSTREPLICATION_REPAIR	GO_POSTREPLICATION_REPAIR	0.356079257851577	1	1
GO_PROTEIN_HETEROTETRAMERIZATION	GO_PROTEIN_HETEROTETRAMERIZATION	0.356079257851577	1	1
GO_RESPONSE_TO_NICOTINE	GO_RESPONSE_TO_NICOTINE	0.356079257851577	1	1
GO_COCHLEA_DEVELOPMENT	GO_COCHLEA_DEVELOPMENT	0.356079257851577	1	1
GO_DOPAMINE_TRANSPORT	GO_DOPAMINE_TRANSPORT	0.356079257851577	1	1
GO_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	GO_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	0.356079257851577	1	1
