pathway	Description	p.Val	FDR	Phenotype
GO_DNA_INTEGRATION	GO_DNA_INTEGRATION	1	1	1
GO_REGULATION_OF_MYELINATION	GO_REGULATION_OF_MYELINATION	1	1	1
GO_NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	GO_NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	1	1	1
GO_REGULATION_OF_AXON_GUIDANCE	GO_REGULATION_OF_AXON_GUIDANCE	1	1	1
GO_RESPONSE_TO_COPPER_ION	GO_RESPONSE_TO_COPPER_ION	1	1	1
GO_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE	GO_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE	1	1	1
GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	1	1	1
GO_OXALOACETATE_METABOLIC_PROCESS	GO_OXALOACETATE_METABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	1	1	1
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GO_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1	1	1
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION	GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION	1	1	1
GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	1	1	1
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	1	1	1
GO_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	GO_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	1	1	1
GO_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	GO_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	1	1	1
GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY	GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY	1	1	1
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	1	1	1
GO_DETECTION_OF_OTHER_ORGANISM	GO_DETECTION_OF_OTHER_ORGANISM	1	1	1
GO_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1	1	1
GO_NEURAL_RETINA_DEVELOPMENT	GO_NEURAL_RETINA_DEVELOPMENT	1	1	1
GO_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	GO_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	1	1	1
GO_REGULATION_OF_EXIT_FROM_MITOSIS	GO_REGULATION_OF_EXIT_FROM_MITOSIS	1	1	1
GO_FORELIMB_MORPHOGENESIS	GO_FORELIMB_MORPHOGENESIS	1	1	1
GO_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	GO_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	1	1	1
GO_MANGANESE_ION_TRANSPORT	GO_MANGANESE_ION_TRANSPORT	1	1	1
GO_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	GO_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	1	1	1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	1	1	1
GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	1	1	1
GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	1	1	1
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	1	1	1
GO_MICROTUBULE_NUCLEATION	GO_MICROTUBULE_NUCLEATION	1	1	1
GO_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	GO_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	1	1	1
GO_DRUG_TRANSMEMBRANE_TRANSPORT	GO_DRUG_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	GO_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	1	1	1
GO_REGULATION_OF_PROTEIN_POLYMERIZATION	GO_REGULATION_OF_PROTEIN_POLYMERIZATION	1	1	1
GO_HISTONE_H2A_UBIQUITINATION	GO_HISTONE_H2A_UBIQUITINATION	1	1	1
GO_TOOTH_MINERALIZATION	GO_TOOTH_MINERALIZATION	1	1	1
GO_REGULATION_OF_HAIR_CYCLE	GO_REGULATION_OF_HAIR_CYCLE	1	1	1
GO_NEGATIVE_REGULATION_OF_BONE_REMODELING	GO_NEGATIVE_REGULATION_OF_BONE_REMODELING	1	1	1
GO_LEUKOTRIENE_BIOSYNTHETIC_PROCESS	GO_LEUKOTRIENE_BIOSYNTHETIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	GO_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	1	1	1
GO_REGULATION_OF_WATER_LOSS_VIA_SKIN	GO_REGULATION_OF_WATER_LOSS_VIA_SKIN	1	1	1
GO_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	GO_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1
GO_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	GO_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	1	1	1
GO_MAGNESIUM_ION_TRANSPORT	GO_MAGNESIUM_ION_TRANSPORT	1	1	1
GO_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	1	1	1
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_SULFATION	GO_SULFATION	1	1	1
GO_REGULATION_OF_MEIOTIC_CELL_CYCLE	GO_REGULATION_OF_MEIOTIC_CELL_CYCLE	1	1	1
GO_DNA_DEALKYLATION	GO_DNA_DEALKYLATION	1	1	1
GO_SARCOMERE_ORGANIZATION	GO_SARCOMERE_ORGANIZATION	1	1	1
GO_VENTRICULAR_SYSTEM_DEVELOPMENT	GO_VENTRICULAR_SYSTEM_DEVELOPMENT	1	1	1
GO_ACETYL_COA_METABOLIC_PROCESS	GO_ACETYL_COA_METABOLIC_PROCESS	1	1	1
GO_CREATINE_METABOLIC_PROCESS	GO_CREATINE_METABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	1	1	1
GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	1	1	1
GO_CRANIAL_NERVE_DEVELOPMENT	GO_CRANIAL_NERVE_DEVELOPMENT	1	1	1
GO_CELL_PROLIFERATION_IN_FOREBRAIN	GO_CELL_PROLIFERATION_IN_FOREBRAIN	1	1	1
GO_MEMBRANE_LIPID_CATABOLIC_PROCESS	GO_MEMBRANE_LIPID_CATABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	GO_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	1	1	1
GO_CARTILAGE_MORPHOGENESIS	GO_CARTILAGE_MORPHOGENESIS	1	1	1
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	1	1	1
GO_PEPTIDYL_CYSTEINE_MODIFICATION	GO_PEPTIDYL_CYSTEINE_MODIFICATION	1	1	1
GO_SKELETAL_MUSCLE_CONTRACTION	GO_SKELETAL_MUSCLE_CONTRACTION	1	1	1
GO_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	1	1	1
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	1	1	1
GO_UV_PROTECTION	GO_UV_PROTECTION	1	1	1
GO_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	GO_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	1	1	1
GO_TRANSLATIONAL_TERMINATION	GO_TRANSLATIONAL_TERMINATION	1	1	1
GO_REFLEX	GO_REFLEX	1	1	1
GO_NEGATIVE_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY	GO_NEGATIVE_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY	1	1	1
GO_REGULATION_OF_PROTEIN_GLYCOSYLATION	GO_REGULATION_OF_PROTEIN_GLYCOSYLATION	1	1	1
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	1	1	1
GO_NEGATIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	GO_NEGATIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	1	1	1
GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND	GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND	1	1	1
GO_INSEMINATION	GO_INSEMINATION	1	1	1
GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	1	1	1
GO_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS	GO_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS	1	1	1
GO_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	GO_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	1	1	1
GO_PEPTIDYL_ARGININE_MODIFICATION	GO_PEPTIDYL_ARGININE_MODIFICATION	1	1	1
GO_RRNA_TRANSCRIPTION	GO_RRNA_TRANSCRIPTION	1	1	1
GO_ANATOMICAL_STRUCTURE_ARRANGEMENT	GO_ANATOMICAL_STRUCTURE_ARRANGEMENT	1	1	1
GO_HISTONE_H2A_MONOUBIQUITINATION	GO_HISTONE_H2A_MONOUBIQUITINATION	1	1	1
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD	GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD	1	1	1
GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT	GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT	1	1	1
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_SECRETION	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_SECRETION	1	1	1
GO_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS	GO_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS	1	1	1
GO_RNA_METHYLATION	GO_RNA_METHYLATION	1	1	1
GO_PURINE_CONTAINING_COMPOUND_SALVAGE	GO_PURINE_CONTAINING_COMPOUND_SALVAGE	1	1	1
GO_SPERM_MOTILITY	GO_SPERM_MOTILITY	1	1	1
GO_NUCLEOTIDE_TRANSPORT	GO_NUCLEOTIDE_TRANSPORT	1	1	1
GO_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	GO_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	1	1	1
GO_CRISTAE_FORMATION	GO_CRISTAE_FORMATION	1	1	1
GO_SYNAPTIC_VESICLE_RECYCLING	GO_SYNAPTIC_VESICLE_RECYCLING	1	1	1
GO_DORSAL_VENTRAL_PATTERN_FORMATION	GO_DORSAL_VENTRAL_PATTERN_FORMATION	1	1	1
GO_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	GO_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	1	1	1
GO_SEQUESTERING_OF_METAL_ION	GO_SEQUESTERING_OF_METAL_ION	1	1	1
GO_COPPER_ION_TRANSPORT	GO_COPPER_ION_TRANSPORT	1	1	1
GO_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GO_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	1	1	1
GO_LIPID_DIGESTION	GO_LIPID_DIGESTION	1	1	1
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE	GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE	1	1	1
GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	1	1	1
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	1	1	1
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	GO_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	1	1	1
GO_REGULATION_OF_CHROMATIN_BINDING	GO_REGULATION_OF_CHROMATIN_BINDING	1	1	1
GO_PROTEIN_LOCALIZATION_TO_LYSOSOME	GO_PROTEIN_LOCALIZATION_TO_LYSOSOME	1	1	1
GO_MRNA_MODIFICATION	GO_MRNA_MODIFICATION	1	1	1
GO_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION	GO_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION	1	1	1
GO_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	1	1	1
GO_AMINO_ACID_BETAINE_TRANSPORT	GO_AMINO_ACID_BETAINE_TRANSPORT	1	1	1
GO_AMMONIUM_TRANSMEMBRANE_TRANSPORT	GO_AMMONIUM_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_GABAERGIC_NEURON_DIFFERENTIATION	GO_GABAERGIC_NEURON_DIFFERENTIATION	1	1	1
GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE	GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE	1	1	1
GO_REGULATION_OF_NUCLEASE_ACTIVITY	GO_REGULATION_OF_NUCLEASE_ACTIVITY	1	1	1
GO_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION	GO_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION	1	1	1
GO_PHAGOLYSOSOME_ASSEMBLY	GO_PHAGOLYSOSOME_ASSEMBLY	1	1	1
GO_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	GO_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	1	1	1
GO_REGULATION_OF_SODIUM_ION_TRANSPORT	GO_REGULATION_OF_SODIUM_ION_TRANSPORT	1	1	1
GO_HISTONE_DEUBIQUITINATION	GO_HISTONE_DEUBIQUITINATION	1	1	1
GO_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1	1	1
GO_FOREBRAIN_REGIONALIZATION	GO_FOREBRAIN_REGIONALIZATION	1	1	1
GO_FOREBRAIN_GENERATION_OF_NEURONS	GO_FOREBRAIN_GENERATION_OF_NEURONS	1	1	1
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	1	1	1
GO_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	GO_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	1	1	1
GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_NUCLEAR_PORE_ORGANIZATION	GO_NUCLEAR_PORE_ORGANIZATION	1	1	1
GO_CELLULAR_RESPONSE_TO_NITRIC_OXIDE	GO_CELLULAR_RESPONSE_TO_NITRIC_OXIDE	1	1	1
GO_INTRA_S_DNA_DAMAGE_CHECKPOINT	GO_INTRA_S_DNA_DAMAGE_CHECKPOINT	1	1	1
GO_RESPONSE_TO_INTERFERON_ALPHA	GO_RESPONSE_TO_INTERFERON_ALPHA	1	1	1
GO_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	GO_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	1	1	1
GO_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	GO_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	1	1	1
GO_REGULATION_OF_GLOMERULAR_FILTRATION	GO_REGULATION_OF_GLOMERULAR_FILTRATION	1	1	1
GO_CYTOCHROME_COMPLEX_ASSEMBLY	GO_CYTOCHROME_COMPLEX_ASSEMBLY	1	1	1
GO_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION	GO_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION	1	1	1
GO_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	GO_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	1	1	1
GO_REPLACEMENT_OSSIFICATION	GO_REPLACEMENT_OSSIFICATION	1	1	1
GO_MITOTIC_CELL_CYCLE_ARREST	GO_MITOTIC_CELL_CYCLE_ARREST	1	1	1
GO_GLUTAMINE_METABOLIC_PROCESS	GO_GLUTAMINE_METABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_TELOMERASE_ACTIVITY	GO_NEGATIVE_REGULATION_OF_TELOMERASE_ACTIVITY	1	1	1
GO_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	GO_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	1	1	1
GO_PSEUDOURIDINE_SYNTHESIS	GO_PSEUDOURIDINE_SYNTHESIS	1	1	1
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	1	1	1
GO_SPERM_CAPACITATION	GO_SPERM_CAPACITATION	1	1	1
GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	1	1	1
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	1	1	1
GO_RESPONSE_TO_METHYLMERCURY	GO_RESPONSE_TO_METHYLMERCURY	1	1	1
GO_DEMETHYLATION	GO_DEMETHYLATION	1	1	1
GO_DECIDUALIZATION	GO_DECIDUALIZATION	1	1	1
GO_HISTONE_MONOUBIQUITINATION	GO_HISTONE_MONOUBIQUITINATION	1	1	1
GO_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS	GO_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	1	1	1
GO_AORTA_DEVELOPMENT	GO_AORTA_DEVELOPMENT	1	1	1
GO_ASYMMETRIC_CELL_DIVISION	GO_ASYMMETRIC_CELL_DIVISION	1	1	1
GO_BILE_ACID_BIOSYNTHETIC_PROCESS	GO_BILE_ACID_BIOSYNTHETIC_PROCESS	1	1	1
GO_HISTONE_EXCHANGE	GO_HISTONE_EXCHANGE	1	1	1
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION	GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION	1	1	1
GO_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	GO_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	1	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_OLIGOMERIZATION	GO_NEGATIVE_REGULATION_OF_PROTEIN_OLIGOMERIZATION	1	1	1
GO_HOMOCYSTEINE_METABOLIC_PROCESS	GO_HOMOCYSTEINE_METABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION	GO_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION	1	1	1
GO_VENTRAL_SPINAL_CORD_DEVELOPMENT	GO_VENTRAL_SPINAL_CORD_DEVELOPMENT	1	1	1
GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM	GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM	1	1	1
GO_GUANOSINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_GUANOSINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	1	1	1
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	1	1	1
GO_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	GO_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	1	1	1
GO_CELLULAR_RESPONSE_TO_ATP	GO_CELLULAR_RESPONSE_TO_ATP	1	1	1
GO_INNER_DYNEIN_ARM_ASSEMBLY	GO_INNER_DYNEIN_ARM_ASSEMBLY	1	1	1
GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	1	1	1
GO_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	1	1	1
GO_LEFT_RIGHT_PATTERN_FORMATION	GO_LEFT_RIGHT_PATTERN_FORMATION	1	1	1
GO_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	GO_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	1	1	1
GO_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS	GO_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS	1	1	1
GO_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS	GO_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS	1	1	1
GO_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	1	1	1
GO_REGULATION_OF_VACUOLAR_TRANSPORT	GO_REGULATION_OF_VACUOLAR_TRANSPORT	1	1	1
GO_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS	GO_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS	1	1	1
GO_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	GO_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	1	1	1
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	GO_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	1	1	1
GO_REGULATION_OF_BONE_DEVELOPMENT	GO_REGULATION_OF_BONE_DEVELOPMENT	1	1	1
GO_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	1	1	1
GO_INNER_CELL_MASS_CELL_PROLIFERATION	GO_INNER_CELL_MASS_CELL_PROLIFERATION	1	1	1
GO_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GO_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	1	1	1
GO_POSITIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	GO_POSITIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	1	1	1
GO_STARTLE_RESPONSE	GO_STARTLE_RESPONSE	1	1	1
GO_MOTOR_NEURON_AXON_GUIDANCE	GO_MOTOR_NEURON_AXON_GUIDANCE	1	1	1
GO_HYPOTHALAMUS_DEVELOPMENT	GO_HYPOTHALAMUS_DEVELOPMENT	1	1	1
GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	1	1	1
GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	1	1	1
GO_WATER_TRANSPORT	GO_WATER_TRANSPORT	1	1	1
GO_BIOTIN_METABOLIC_PROCESS	GO_BIOTIN_METABOLIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	1	1	1
GO_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	GO_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	1	1	1
GO_DETECTION_OF_MECHANICAL_STIMULUS	GO_DETECTION_OF_MECHANICAL_STIMULUS	1	1	1
GO_SYNAPTONEMAL_COMPLEX_ORGANIZATION	GO_SYNAPTONEMAL_COMPLEX_ORGANIZATION	1	1	1
GO_BASE_EXCISION_REPAIR	GO_BASE_EXCISION_REPAIR	1	1	1
